Opção,Ano,Países,Quantidade(Kg.),Valor (US$)
Suco de uva,1992,Espanha,-,-
Suco de uva,1992,Estados Unidos,-,-
Suco de uva,1992,França,-,-
Suco de uva,1992,Guiana,-,-
Suco de uva,1992,Israel,312,476
Suco de uva,1992,itália,-,-
Suco de uva,1992,Japão,175,226
Suco de uva,1992,Líbano,-,-
Suco de uva,1992,México,-,-
Suco de uva,1992,Países Baixos,-,-
Suco de uva,1992,Panamá,-,-
Suco de uva,1992,Peru,-,-
Suco de uva,1992,Portugal,-,-
Suco de uva,1992,Reino Unido,-,-
Suco de uva,1992,Taiwan,-,-
Suco de uva,1992,Turquia,-,-
Suco de uva,1992,Uruguai,-,-
Suco de uva,1992,Venezuela,-,-
Suco de uva,1992,Outros,-,-
Suco de uva,1992,Total,11.857,9.999
Suco de uva,1993,Africa do Sul,-,-
Suco de uva,1993,Alemanha,2.832,2.704
Suco de uva,1993,Argentina,2.950,3.540
Suco de uva,1993,Austria,-,-
Suco de uva,1993,Canadá,-,-
Suco de uva,1993,"Coreia do Sul, República",-,-
Suco de uva,1993,"Coreia do Norte, República",-,-
Suco de uva,1993,Chile,5.050,2.940
Suco de uva,1993,China,-,-
Suco de uva,1993,Dinamarca,-,-
Suco de uva,1993,Espanha,-,-
Suco de uva,1993,Estados Unidos,3.597,3.040
Suco de uva,1993,França,-,-
Suco de uva,1993,Guiana,-,-
Suco de uva,1993,Israel,291,538
Suco de uva,1993,itália,-,-
Suco de uva,1993,Japão,-,-
Suco de uva,1993,Líbano,-,-
Suco de uva,1993,México,-,-
Suco de uva,1993,Países Baixos,-,-
Suco de uva,1993,Panamá,-,-
Suco de uva,1993,Peru,-,-
Suco de uva,1993,Portugal,-,-
Suco de uva,1993,Reino Unido,-,-
Suco de uva,1993,Taiwan,-,-
Suco de uva,1993,Turquia,-,-
Suco de uva,1993,Uruguai,-,-
Suco de uva,1993,Venezuela,-,-
Suco de uva,1993,Outros,17.186,8.917
Suco de uva,1993,Total,31.906,21.679
Suco de uva,1994,Africa do Sul,-,-
Suco de uva,1994,Alemanha,4.521,7.206
Suco de uva,1994,Argentina,-,-
Suco de uva,1994,Austria,-,-
Suco de uva,1994,Canadá,19.728,4.558
Suco de uva,1994,"Coreia do Sul, República",-,-
Suco de uva,1994,"Coreia do Norte, República",-,-
Suco de uva,1994,Chile,158.480,101.920
Suco de uva,1994,China,-,-
Suco de uva,1994,Dinamarca,-,-
Suco de uva,1994,Espanha,-,-
Suco de uva,1994,Estados Unidos,4.639,5.286
Suco de uva,1994,França,-,-
Suco de uva,1994,Guiana,-,-
Suco de uva,1994,Israel,180,250
Suco de uva,1994,itália,-,-
Suco de uva,1994,Japão,800,800
Suco de uva,1994,Líbano,-,-
Suco de uva,1994,México,-,-
Suco de uva,1994,Países Baixos,-,-
Suco de uva,1994,Panamá,-,-
Suco de uva,1994,Peru,-,-
Suco de uva,1994,Portugal,-,-
Suco de uva,1994,Reino Unido,-,-
Suco de uva,1994,Taiwan,-,-
Suco de uva,1994,Turquia,-,-
Suco de uva,1994,Uruguai,-,-
Suco de uva,1994,Venezuela,-,-
Suco de uva,1994,Outros,40.266,18.231
Suco de uva,1994,Total,228.614,138.251
Suco de uva,1995,Africa do Sul,120.252,110.730
Suco de uva,1995,Alemanha,4.407,4.792
Suco de uva,1995,Argentina,708.655,549.282
Suco de uva,1995,Austria,1.200,348
Suco de uva,1995,Canadá,26.404,12.195
Suco de uva,1995,"Coreia do Sul, República",158.204,117.269
Suco de uva,1995,"Coreia do Norte, República",-,-
Suco de uva,1995,Chile,563.267,423.616
Suco de uva,1995,China,5.338,1.465
Suco de uva,1995,Dinamarca,-,-
Suco de uva,1995,Espanha,4.617,2.836
Suco de uva,1995,Estados Unidos,51.921,200.121
Suco de uva,1995,França,74.489,61.975
Suco de uva,1995,Guiana,-,-
Suco de uva,1995,Israel,135,187
Suco de uva,1995,itália,-,-
Suco de uva,1995,Japão,760,640
Suco de uva,1995,Líbano,-,-
Suco de uva,1995,México,2.490,1.523
Suco de uva,1995,Países Baixos,-,-
Suco de uva,1995,Panamá,-,-
Suco de uva,1995,Peru,-,-
Suco de uva,1995,Portugal,-,-
Suco de uva,1995,Reino Unido,-,-
Suco de uva,1995,Taiwan,-,-
Suco de uva,1995,Turquia,-,-
Suco de uva,1995,Uruguai,-,-
Suco de uva,1995,Venezuela,612,568
Suco de uva,1995,Outros,101.957,31.577
Suco de uva,1995,Total,1.824.708,1.519.124
Suco de uva,1996,Africa do Sul,-,-
Suco de uva,1996,Alemanha,13.185,22.088
Suco de uva,1996,Argentina,1.050.503,830.357
Suco de uva,1996,Austria,-,-
Suco de uva,1996,Canadá,21.665,8.124
Suco de uva,1996,"Coreia do Sul, República",-,-
Suco de uva,1996,"Coreia do Norte, República",-,-
Suco de uva,1996,Chile,476.840,374.322
Suco de uva,1996,China,-,-
Suco de uva,1996,Dinamarca,-,-
Suco de uva,1996,Espanha,3.058,955
Suco de uva,1996,Estados Unidos,15.892,11.721
Suco de uva,1996,França,14,52
Suco de uva,1996,Guiana,-,-
Suco de uva,1996,Israel,4.079,2.483
Suco de uva,1996,itália,-,-
Suco de uva,1996,Japão,-,-
Suco de uva,1996,Líbano,-,-
Suco de uva,1996,México,44.668,36.188
Suco de uva,1996,Países Baixos,-,-
Suco de uva,1996,Panamá,-,-
Suco de uva,1996,Peru,-,-
Suco de uva,1996,Portugal,-,-
Suco de uva,1996,Reino Unido,1.734,1.201
Suco de uva,1996,Taiwan,-,-
Suco de uva,1996,Turquia,-,-
Suco de uva,1996,Uruguai,-,-
Suco de uva,1996,Venezuela,-,-
Suco de uva,1996,Outros,255.509,138.561
Suco de uva,1996,Total,1.887.147,1.426.052
Suco de uva,1997,Africa do Sul,-,-
Suco de uva,1997,Alemanha,2.880,1.901
Suco de uva,1997,Argentina,2.796.195,2.428.563
Suco de uva,1997,Austria,-,-
Suco de uva,1997,Canadá,995,691
Suco de uva,1997,"Coreia do Sul, República",-,-
Suco de uva,1997,"Coreia do Norte, República",-,-
Suco de uva,1997,Chile,118.194,133.715
Suco de uva,1997,China,-,-
Suco de uva,1997,Dinamarca,-,-
Suco de uva,1997,Espanha,2.208,1.945
Suco de uva,1997,Estados Unidos,15.896,8.557
Suco de uva,1997,França,-,-
Suco de uva,1997,Guiana,-,-
Suco de uva,1997,Israel,3.700,1.488
Suco de uva,1997,itália,-,-
Suco de uva,1997,Japão,270,60
Suco de uva,1997,Líbano,-,-
Suco de uva,1997,México,504.734,271.595
Suco de uva,1997,Países Baixos,-,-
Suco de uva,1997,Panamá,-,-
Suco de uva,1997,Peru,-,-
Suco de uva,1997,Portugal,-,-
Suco de uva,1997,Reino Unido,-,-
Suco de uva,1997,Taiwan,-,-
Suco de uva,1997,Turquia,-,-
Suco de uva,1997,Uruguai,2.500,1.440
Suco de uva,1997,Venezuela,-,-
Suco de uva,1997,Outros,380.790,384.466
Suco de uva,1997,Total,3.828.362,3.234.421
Suco de uva,1998,Africa do Sul,1.605,1.085
Suco de uva,1998,Alemanha,-,-
Suco de uva,1998,Argentina,2.057.726,1.994.801
Suco de uva,1998,Austria,35.210,16.029
Suco de uva,1998,Canadá,-,-
Suco de uva,1998,"Coreia do Sul, República",303.420,250.582
Suco de uva,1998,"Coreia do Norte, República",56.000,49.405
Suco de uva,1998,Chile,-,-
Suco de uva,1998,China,4.200,1.715
Suco de uva,1998,Dinamarca,-,-
Suco de uva,1998,Espanha,3.986,2.780
Suco de uva,1998,Estados Unidos,16.985,11.059
Suco de uva,1998,França,-,-
Suco de uva,1998,Guiana,-,-
Suco de uva,1998,Israel,11.663,6.217
Suco de uva,1998,itália,-,-
Suco de uva,1998,Japão,-,-
Suco de uva,1998,Líbano,-,-
Suco de uva,1998,México,1.919.238,863.521
Suco de uva,1998,Países Baixos,-,-
Suco de uva,1998,Panamá,-,-
Suco de uva,1998,Peru,-,-
Suco de uva,1998,Portugal,-,-
Suco de uva,1998,Reino Unido,-,-
Suco de uva,1998,Taiwan,-,-
Suco de uva,1998,Turquia,-,-
Suco de uva,1998,Uruguai,-,-
Suco de uva,1998,Venezuela,-,-
Suco de uva,1998,Outros,-,-
Suco de uva,1998,Total,4.410.033,3.197.194
Suco de uva,1999,Africa do Sul,-,-
Suco de uva,1999,Alemanha,-,-
Suco de uva,1999,Argentina,2.003.660,1.845.406
Suco de uva,1999,Austria,-,-
Suco de uva,1999,Canadá,-,-
Suco de uva,1999,"Coreia do Sul, República",112.762,90.300
Suco de uva,1999,"Coreia do Norte, República",25.100,20.413
Suco de uva,1999,Chile,136,253
Suco de uva,1999,China,-,-
Suco de uva,1999,Dinamarca,-,-
Suco de uva,1999,Espanha,-,-
Suco de uva,1999,Estados Unidos,5.394,11.240
Suco de uva,1999,França,-,-
Suco de uva,1999,Guiana,-,-
Suco de uva,1999,Israel,374,282
Suco de uva,1999,itália,-,-
Suco de uva,1999,Japão,-,-
Suco de uva,1999,Líbano,-,-
Suco de uva,1999,México,314.075,108.319
Suco de uva,1999,Países Baixos,-,-
Suco de uva,1999,Panamá,-,-
Suco de uva,1999,Peru,-,-
Suco de uva,1999,Portugal,-,-
Suco de uva,1999,Reino Unido,-,-
Suco de uva,1999,Taiwan,-,-
Suco de uva,1999,Turquia,-,-
Suco de uva,1999,Uruguai,-,-
Suco de uva,1999,Venezuela,-,-
Suco de uva,1999,Outros,3.186,1.695
Suco de uva,1999,Total,2.464.687,2.077.908
Suco de uva,2000,Africa do Sul,-,-
Suco de uva,2000,Alemanha,-,-
Suco de uva,2000,Argentina,2.022.110,1.659.478
Suco de uva,2000,Austria,-,-
Suco de uva,2000,Canadá,-,-
Suco de uva,2000,"Coreia do Sul, República",5.141,1.800
Suco de uva,2000,"Coreia do Norte, República",11.560,9.062
Suco de uva,2000,Chile,-,-
Suco de uva,2000,China,-,-
Suco de uva,2000,Dinamarca,-,-
Suco de uva,2000,Espanha,-,-
Suco de uva,2000,Estados Unidos,10.338,19.754
Suco de uva,2000,França,-,-
Suco de uva,2000,Guiana,-,-
Suco de uva,2000,Israel,840,1.400
Suco de uva,2000,itália,-,-
Suco de uva,2000,Japão,-,-
Suco de uva,2000,Líbano,-,-
Suco de uva,2000,México,-,-
Suco de uva,2000,Países Baixos,-,-
Suco de uva,2000,Panamá,-,-
Suco de uva,2000,Peru,-,-
Suco de uva,2000,Portugal,-,-
Suco de uva,2000,Reino Unido,-,-
Suco de uva,2000,Taiwan,-,-
Suco de uva,2000,Turquia,-,-
Suco de uva,2000,Uruguai,-,-
Suco de uva,2000,Venezuela,-,-
Suco de uva,2000,Outros,3.004,911
Suco de uva,2000,Total,2.052.993,1.692.405
Suco de uva,2001,Africa do Sul,1.200,665
Suco de uva,2001,Alemanha,-,-
Suco de uva,2001,Argentina,1.379.960,869.223
Suco de uva,2001,Austria,-,-
Suco de uva,2001,Canadá,-,-
Suco de uva,2001,"Coreia do Sul, República",8.255,2.645
Suco de uva,2001,"Coreia do Norte, República",19.071,8.389
Suco de uva,2001,Chile,1.391.570,1.502.228
Suco de uva,2001,China,-,-
Suco de uva,2001,Dinamarca,-,-
Suco de uva,2001,Espanha,-,-
Suco de uva,2001,Estados Unidos,6.089,11.831
Suco de uva,2001,França,-,-
Suco de uva,2001,Guiana,-,-
Suco de uva,2001,Israel,1.170,2.192
Suco de uva,2001,itália,-,-
Suco de uva,2001,Japão,-,-
Suco de uva,2001,Líbano,-,-
Suco de uva,2001,México,-,-
Suco de uva,2001,Países Baixos,-,-
Suco de uva,2001,Panamá,-,-
Suco de uva,2001,Peru,-,-
Suco de uva,2001,Portugal,-,-
Suco de uva,2001,Reino Unido,-,-
Suco de uva,2001,Taiwan,-,-
Suco de uva,2001,Turquia,-,-
Suco de uva,2001,Uruguai,-,-
Suco de uva,2001,Venezuela,-,-
Suco de uva,2001,Outros,-,-
Suco de uva,2001,Total,2.807.315,2.397.173
Suco de uva,2002,Africa do Sul,-,-
Suco de uva,2002,Alemanha,-,-
Suco de uva,2002,Argentina,-,-
Suco de uva,2002,Austria,-,-
Suco de uva,2002,Canadá,-,-
Suco de uva,2002,"Coreia do Sul, República",-,-
Suco de uva,2002,"Coreia do Norte, República",-,-
Suco de uva,2002,Chile,27.000,28.350
Suco de uva,2002,China,-,-
Suco de uva,2002,Dinamarca,-,-
Suco de uva,2002,Espanha,-,-
Suco de uva,2002,Estados Unidos,-,-
Suco de uva,2002,França,-,-
Suco de uva,2002,Guiana,-,-
Suco de uva,2002,Israel,-,-
Suco de uva,2002,itália,-,-
Suco de uva,2002,Japão,-,-
Suco de uva,2002,Líbano,-,-
Suco de uva,2002,México,-,-
Suco de uva,2002,Países Baixos,-,-
Suco de uva,2002,Panamá,-,-
Suco de uva,2002,Peru,-,-
Suco de uva,2002,Portugal,-,-
Suco de uva,2002,Reino Unido,-,-
Suco de uva,2002,Taiwan,-,-
Suco de uva,2002,Turquia,-,-
Suco de uva,2002,Uruguai,-,-
Suco de uva,2002,Venezuela,-,-
Suco de uva,2002,Outros,-,-
Suco de uva,2002,Total,27.000,28.350
Suco de uva,2003,Africa do Sul,-,-
Suco de uva,2003,Alemanha,-,-
Suco de uva,2003,Argentina,2.237.000,994.132
Suco de uva,2003,Austria,-,-
Suco de uva,2003,Canadá,-,-
Suco de uva,2003,"Coreia do Sul, República",5.400,2.145
Suco de uva,2003,"Coreia do Norte, República",-,-
Suco de uva,2003,Chile,-,-
Suco de uva,2003,China,-,-
Suco de uva,2003,Dinamarca,-,-
Suco de uva,2003,Espanha,-,-
Suco de uva,2003,Estados Unidos,3.536,4.555
Suco de uva,2003,França,6,5
Suco de uva,2003,Guiana,-,-
Suco de uva,2003,Israel,-,-
Suco de uva,2003,itália,-,-
Suco de uva,2003,Japão,-,-
Suco de uva,2003,Líbano,-,-
Suco de uva,2003,México,-,-
Suco de uva,2003,Países Baixos,-,-
Suco de uva,2003,Panamá,-,-
Suco de uva,2003,Peru,-,-
Suco de uva,2003,Portugal,-,-
Suco de uva,2003,Reino Unido,-,-
Suco de uva,2003,Taiwan,-,-
Suco de uva,2003,Turquia,-,-
Suco de uva,2003,Uruguai,-,-
Suco de uva,2003,Venezuela,-,-
Suco de uva,2003,Outros,-,-
Suco de uva,2003,Total,2.245.942,1.000.837
Suco de uva,2004,Africa do Sul,1.876,1.124
Suco de uva,2004,Alemanha,600,1.791
Suco de uva,2004,Argentina,850.000,658.747
Suco de uva,2004,Austria,-,-
Suco de uva,2004,Canadá,-,-
Suco de uva,2004,"Coreia do Sul, República",4.805,1.344
Suco de uva,2004,"Coreia do Norte, República",-,-
Suco de uva,2004,Chile,-,-
Suco de uva,2004,China,-,-
Suco de uva,2004,Dinamarca,-,-
Suco de uva,2004,Espanha,-,-
Suco de uva,2004,Estados Unidos,10.450,13.762
Suco de uva,2004,França,-,-
Suco de uva,2004,Guiana,-,-
Suco de uva,2004,Israel,2.475,3.891
Suco de uva,2004,itália,-,-
Suco de uva,2004,Japão,-,-
Suco de uva,2004,Líbano,-,-
Suco de uva,2004,México,-,-
Suco de uva,2004,Países Baixos,-,-
Suco de uva,2004,Panamá,-,-
Suco de uva,2004,Peru,-,-
Suco de uva,2004,Portugal,-,-
Suco de uva,2004,Reino Unido,-,-
Suco de uva,2004,Taiwan,-,-
Suco de uva,2004,Turquia,-,-
Suco de uva,2004,Uruguai,-,-
Suco de uva,2004,Venezuela,-,-
Suco de uva,2004,Outros,-,-
Suco de uva,2004,Total,870.206,680.659
Suco de uva,2005,Africa do Sul,12.014,7.685
Suco de uva,2005,Alemanha,-,-
Suco de uva,2005,Argentina,974.970,870.222
Suco de uva,2005,Austria,-,-
Suco de uva,2005,Canadá,-,-
Suco de uva,2005,"Coreia do Sul, República",7.379,2.365
Suco de uva,2005,"Coreia do Norte, República",-,-
Suco de uva,2005,Chile,-,-
Suco de uva,2005,China,-,-
Suco de uva,2005,Dinamarca,-,-
Suco de uva,2005,Espanha,-,-
Suco de uva,2005,Estados Unidos,9.044,12.130
Suco de uva,2005,França,-,-
Suco de uva,2005,Guiana,-,-
Suco de uva,2005,Israel,5.879,8.140
Suco de uva,2005,itália,-,-
Suco de uva,2005,Japão,-,-
Suco de uva,2005,Líbano,-,-
Suco de uva,2005,México,-,-
Suco de uva,2005,Países Baixos,-,-
Suco de uva,2005,Panamá,-,-
Suco de uva,2005,Peru,-,-
Suco de uva,2005,Portugal,-,-
Suco de uva,2005,Reino Unido,-,-
Suco de uva,2005,Taiwan,-,-
Suco de uva,2005,Turquia,-,-
Suco de uva,2005,Uruguai,-,-
Suco de uva,2005,Venezuela,-,-
Suco de uva,2005,Outros,-,-
Suco de uva,2005,Total,1.009.286,900.542
Suco de uva,2006,Africa do Sul,10.689,7.312
Suco de uva,2006,Alemanha,-,-
Suco de uva,2006,Argentina,1.775.000,1.535.250
Suco de uva,2006,Austria,-,-
Suco de uva,2006,Canadá,-,-
Suco de uva,2006,"Coreia do Sul, República",-,-
Suco de uva,2006,"Coreia do Norte, República",-,-
Suco de uva,2006,Chile,-,-
Suco de uva,2006,China,-,-
Suco de uva,2006,Dinamarca,-,-
Suco de uva,2006,Espanha,-,-
Suco de uva,2006,Estados Unidos,20.842,25.866
Suco de uva,2006,França,-,-
Suco de uva,2006,Guiana,-,-
Suco de uva,2006,Israel,3.249,4.082
Suco de uva,2006,itália,-,-
Suco de uva,2006,Japão,-,-
Suco de uva,2006,Líbano,-,-
Suco de uva,2006,México,-,-
Suco de uva,2006,Países Baixos,-,-
Suco de uva,2006,Panamá,-,-
Suco de uva,2006,Peru,-,-
Suco de uva,2006,Portugal,-,-
Suco de uva,2006,Reino Unido,-,-
Suco de uva,2006,Taiwan,-,-
Suco de uva,2006,Turquia,-,-
Suco de uva,2006,Uruguai,-,-
Suco de uva,2006,Venezuela,-,-
Suco de uva,2006,Outros,-,-
Suco de uva,2006,Total,1.809.780,1.572.510
Suco de uva,2007,Africa do Sul,12.754,8.635
Suco de uva,2007,Alemanha,-,-
Suco de uva,2007,Argentina,1.297.680,1.095.590
Suco de uva,2007,Austria,-,-
Suco de uva,2007,Canadá,-,-
Suco de uva,2007,"Coreia do Sul, República",-,-
Suco de uva,2007,"Coreia do Norte, República",-,-
Suco de uva,2007,Chile,225.000,292.500
Suco de uva,2007,China,-,-
Suco de uva,2007,Dinamarca,-,-
Suco de uva,2007,Espanha,-,-
Suco de uva,2007,Estados Unidos,2.028,3.604
Suco de uva,2007,França,-,-
Suco de uva,2007,Guiana,-,-
Suco de uva,2007,Israel,1.965,2.857
Suco de uva,2007,itália,-,-
Suco de uva,2007,Japão,-,-
Suco de uva,2007,Líbano,-,-
Suco de uva,2007,México,-,-
Suco de uva,2007,Países Baixos,-,-
Suco de uva,2007,Panamá,-,-
Suco de uva,2007,Peru,-,-
Suco de uva,2007,Portugal,-,-
Suco de uva,2007,Reino Unido,-,-
Suco de uva,2007,Taiwan,-,-
Suco de uva,2007,Turquia,-,-
Suco de uva,2007,Uruguai,-,-
Suco de uva,2007,Venezuela,-,-
Suco de uva,2007,Outros,-,-
Suco de uva,2007,Total,1.539.427,1.403.186
Suco de uva,2008,Africa do Sul,14.379,10.961
Suco de uva,2008,Alemanha,60.850,68.950
Suco de uva,2008,Argentina,-,-
Suco de uva,2008,Austria,-,-
Suco de uva,2008,Canadá,-,-
Suco de uva,2008,"Coreia do Sul, República",735,270
Suco de uva,2008,"Coreia do Norte, República",-,-
Suco de uva,2008,Chile,100.000,130.000
Suco de uva,2008,China,-,-
Suco de uva,2008,Dinamarca,-,-
Suco de uva,2008,Espanha,-,-
Suco de uva,2008,Estados Unidos,8.455,14.898
Suco de uva,2008,França,-,-
Suco de uva,2008,Guiana,-,-
Suco de uva,2008,Israel,900,1.551
Suco de uva,2008,itália,-,-
Suco de uva,2008,Japão,-,-
Suco de uva,2008,Líbano,-,-
Suco de uva,2008,México,-,-
Suco de uva,2008,Países Baixos,-,-
Suco de uva,2008,Panamá,-,-
Suco de uva,2008,Peru,-,-
Suco de uva,2008,Portugal,-,-
Suco de uva,2008,Reino Unido,-,-
Suco de uva,2008,Taiwan,-,-
Suco de uva,2008,Turquia,-,-
Suco de uva,2008,Uruguai,-,-
Suco de uva,2008,Venezuela,-,-
Suco de uva,2008,Outros,-,-
Suco de uva,2008,Total,185.319,226.630
Suco de uva,2009,Africa do Sul,11.839,9.400
Suco de uva,2009,Alemanha,-,-
Suco de uva,2009,Argentina,-,-
Suco de uva,2009,Austria,-,-
Suco de uva,2009,Canadá,-,-
Suco de uva,2009,"Coreia do Sul, República",16.661,17.249
Suco de uva,2009,"Coreia do Norte, República",-,-
Suco de uva,2009,Chile,-,-
Suco de uva,2009,China,-,-
Suco de uva,2009,Dinamarca,-,-
Suco de uva,2009,Espanha,-,-
Suco de uva,2009,Estados Unidos,13.178,24.066
Suco de uva,2009,França,-,-
Suco de uva,2009,Guiana,-,-
Suco de uva,2009,Israel,900,1.783
Suco de uva,2009,itália,-,-
Suco de uva,2009,Japão,-,-
Suco de uva,2009,Líbano,-,-
Suco de uva,2009,México,-,-
Suco de uva,2009,Países Baixos,-,-
Suco de uva,2009,Panamá,-,-
Suco de uva,2009,Peru,-,-
Suco de uva,2009,Portugal,-,-
Suco de uva,2009,Reino Unido,-,-
Suco de uva,2009,Taiwan,-,-
Suco de uva,2009,Turquia,-,-
Suco de uva,2009,Uruguai,-,-
Suco de uva,2009,Venezuela,-,-
Suco de uva,2009,Outros,-,-
Suco de uva,2009,Total,42.578,52.498
Suco de uva,2010,Africa do Sul,37.353,31.729
Suco de uva,2010,Alemanha,-,-
Suco de uva,2010,Argentina,108.000,138.240
Suco de uva,2010,Austria,-,-
Suco de uva,2010,Canadá,-,-
Suco de uva,2010,"Coreia do Sul, República",15.080,18.097
Suco de uva,2010,"Coreia do Norte, República",-,-
Suco de uva,2010,Chile,1.015.000,3.003.445
Suco de uva,2010,China,-,-
Suco de uva,2010,Dinamarca,-,-
Suco de uva,2010,Espanha,-,-
Suco de uva,2010,Estados Unidos,10.657,17.793
Suco de uva,2010,França,-,-
Suco de uva,2010,Guiana,-,-
Suco de uva,2010,Israel,1.125,1.684
Suco de uva,2010,itália,-,-
Suco de uva,2010,Japão,-,-
Suco de uva,2010,Líbano,-,-
Suco de uva,2010,México,-,-
Suco de uva,2010,Países Baixos,-,-
Suco de uva,2010,Panamá,-,-
Suco de uva,2010,Peru,-,-
Suco de uva,2010,Portugal,-,-
Suco de uva,2010,Reino Unido,-,-
Suco de uva,2010,Taiwan,-,-
Suco de uva,2010,Turquia,-,-
Suco de uva,2010,Uruguai,2.139,1.783
Suco de uva,2010,Venezuela,-,-
Suco de uva,2010,Outros,-,-
Suco de uva,2010,Total,1.189.354,3.212.771
Suco de uva,2011,Africa do Sul,38.796,34.605
Suco de uva,2011,Alemanha,-,-
Suco de uva,2011,Argentina,-,-
Suco de uva,2011,Austria,3.264,3.254
Suco de uva,2011,Canadá,-,-
Suco de uva,2011,"Coreia do Sul, República",130.902,136.380
Suco de uva,2011,"Coreia do Norte, República",-,-
Suco de uva,2011,Chile,-,-
Suco de uva,2011,China,-,-
Suco de uva,2011,Dinamarca,-,-
Suco de uva,2011,Espanha,-,-
Suco de uva,2011,Estados Unidos,12.487,13.866
Suco de uva,2011,França,-,-
Suco de uva,2011,Guiana,-,-
Suco de uva,2011,Israel,-,-
Suco de uva,2011,itália,-,-
Suco de uva,2011,Japão,-,-
Suco de uva,2011,Líbano,-,-
Suco de uva,2011,México,-,-
Suco de uva,2011,Países Baixos,-,-
Suco de uva,2011,Panamá,-,-
Suco de uva,2011,Peru,-,-
Suco de uva,2011,Portugal,-,-
Suco de uva,2011,Reino Unido,1.632,1.016
Suco de uva,2011,Taiwan,-,-
Suco de uva,2011,Turquia,-,-
Suco de uva,2011,Uruguai,5.786,4.989
Suco de uva,2011,Venezuela,-,-
Suco de uva,2011,Outros,-,-
Suco de uva,2011,Total,192.867,194.110
Suco de uva,2012,Africa do Sul,74.388,71.839
Suco de uva,2012,Alemanha,-,-
Suco de uva,2012,Argentina,-,-
Suco de uva,2012,Austria,-,-
Suco de uva,2012,Canadá,-,-
Suco de uva,2012,"Coreia do Sul, República",542.548,577.061
Suco de uva,2012,"Coreia do Norte, República",-,-
Suco de uva,2012,Chile,-,-
Suco de uva,2012,China,-,-
Suco de uva,2012,Dinamarca,-,-
Suco de uva,2012,Espanha,-,-
Suco de uva,2012,Estados Unidos,13.498,9.740
Suco de uva,2012,França,-,-
Suco de uva,2012,Guiana,-,-
Suco de uva,2012,Israel,1.139,2.021
Suco de uva,2012,itália,-,-
Suco de uva,2012,Japão,-,-
Suco de uva,2012,Líbano,-,-
Suco de uva,2012,México,-,-
Suco de uva,2012,Países Baixos,-,-
Suco de uva,2012,Panamá,-,-
Suco de uva,2012,Peru,-,-
Suco de uva,2012,Portugal,1.151,3.796
Suco de uva,2012,Reino Unido,-,-
Suco de uva,2012,Taiwan,1.632,1.034
Suco de uva,2012,Turquia,6.210,15.446
Suco de uva,2012,Uruguai,-,-
Suco de uva,2012,Venezuela,-,-
Suco de uva,2012,Outros,-,-
Suco de uva,2012,Total,640.566,680.937
Suco de uva,2013,Africa do Sul,67.758,68.254
Suco de uva,2013,Alemanha,-,-
Suco de uva,2013,Argentina,-,-
Suco de uva,2013,Austria,-,-
Suco de uva,2013,Canadá,-,-
Suco de uva,2013,"Coreia do Sul, República",176.796,227.252
Suco de uva,2013,"Coreia do Norte, República",-,-
Suco de uva,2013,Chile,-,-
Suco de uva,2013,China,-,-
Suco de uva,2013,Dinamarca,-,-
Suco de uva,2013,Espanha,9.588,8.215
Suco de uva,2013,Estados Unidos,32.044,34.722
Suco de uva,2013,França,-,-
Suco de uva,2013,Guiana,-,-
Suco de uva,2013,Israel,2.528,4.831
Suco de uva,2013,itália,771.457,408.318
Suco de uva,2013,Japão,-,-
Suco de uva,2013,Líbano,-,-
Suco de uva,2013,México,-,-
Suco de uva,2013,Países Baixos,-,-
Suco de uva,2013,Panamá,-,-
Suco de uva,2013,Peru,-,-
Suco de uva,2013,Portugal,-,-
Suco de uva,2013,Reino Unido,-,-
Suco de uva,2013,Taiwan,3.672,2.328
Suco de uva,2013,Turquia,-,-
Suco de uva,2013,Uruguai,-,-
Suco de uva,2013,Venezuela,-,-
Suco de uva,2013,Outros,-,-
Suco de uva,2013,Total,1.063.843,753.920
Suco de uva,2014,Africa do Sul,43.104,40.489
Suco de uva,2014,Alemanha,-,-
Suco de uva,2014,Argentina,-,-
Suco de uva,2014,Austria,-,-
Suco de uva,2014,Canadá,-,-
Suco de uva,2014,"Coreia do Sul, República",12.655,14.784
Suco de uva,2014,"Coreia do Norte, República",16.704,24.698
Suco de uva,2014,Chile,-,-
Suco de uva,2014,China,-,-
Suco de uva,2014,Dinamarca,-,-
Suco de uva,2014,Espanha,-,-
Suco de uva,2014,Estados Unidos,-,-
Suco de uva,2014,França,-,-
Suco de uva,2014,Guiana,-,-
Suco de uva,2014,Israel,-,-
Suco de uva,2014,itália,-,-
Suco de uva,2014,Japão,-,-
Suco de uva,2014,Líbano,-,-
Suco de uva,2014,México,-,-
